address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
旭川市春光台1条8丁目,23500000,23500000,2024/5/25,既存住宅,宅地 / 第１種低層住居専用地域,267.76,,103.18,4部屋 - ４ＬＤＫ,2018
旭川市忠和2条5丁目7番地1083(住居表示:12番7号)【2】,3480000,3280000,2024/5/25,既存住宅,宅地 / 第１種低層住居専用地域,280,,92.85,5部屋 - ４ＬＤＫ,1973
旭川市豊岡11条10丁目5-2,18950000,18500000,2024/5/21,既存住宅,宅地 / 第１種低層住居専用地域,440.08,,146.57,4部屋 - ４ＬＤＫ,1994
旭川市永山9条12丁目7番18号,13000000,13000000,2024/5/24,既存住宅,宅地 / 第１種低層住居専用地域,212.73,,83.83,3部屋 - 3LDK ,1990
旭川市忠和5条5丁目,6000000,6000000,2024/5/24,既存住宅,宅地 / 第１種低層住居専用地域,317,,103.56,4部屋 - ４ＬＤＫ,1973
旭川市川端町5条8丁目3番4号,17800000,17800000,2024/5/24,既存住宅,宅地 / 第１種住居地域,335.71,,172.98,4部屋 - ４ＬＤＫ,1996
旭川市永山9条10丁目113番6(住居表示:2-6),22300000,22000000,2024/5/24,既存住宅,宅地 / 第１種低層住居専用地域,248.26,,107.64,3部屋 - ３ＬＤＫ,2018
旭川市神居7条17丁目4-16,2500000,1600000,2024/5/24,既存住宅,宅地 / 第１種低層住居専用地域,200.72,,55.95,5部屋 - ４ＬＤＫ,1967
旭川市忠和3条5丁目4-20(7-1617),5500000,5500000,2024/5/21,既存住宅,宅地 / 第１種低層住居専用地域,241.72,,143.36,4部屋 - ４ＬＤＫ,1984
旭川市東光25条6丁目30番,18800000,18300000,2024/5/21,既存住宅,宅地 / 第１種低層住居専用地域,264.07,,157.74,5部屋 - ５ＬＤＫ,1994
旭川市西神楽3線15号11番地1035,2200000,2200000,2024/5/22,既存住宅,宅地 / 指定無,2315.01,,97.6,6部屋 - ５ＬＤＫ,1976
旭川市神楽岡6条7丁目3番地2997(5番12号),4300000,4300000,2024/5/21,既存住宅,宅地 / 第１種低層住居専用地域,111.56,,63.53,1部屋 - １ＤＫ,1985
旭川市忠和3条1丁目66番地927(住居表示:4-11),2800000,2300000,2024/5/21,既存住宅,宅地 / 第２種中高層住居専用地域,219.03,,84.46,5部屋 - ４ＬＤＫ,1981
旭川市忠和2条4丁目9番14号,15980000,15200000,2024/5/21,既存住宅,宅地 / 第１種低層住居専用地域,232.01,,123.44,4部屋 - ４ＬＤＫ,2014
旭川市東光5条10丁目4-8,18600000,18600000,2024/5/20,既存住宅,宅地 / 第２種低層住居専用地域,521.56,,182.24,5部屋 - ５ＬＤＫ,1996
旭川市豊岡11条7丁目45番57(2番17),5900000,4800000,2024/5/19,既存住宅,宅地 / 第１種低層住居専用地域,211.58,,84.27,5部屋 - ４ＳＬＤＫ,1978
旭川市永山12条2丁目12番12号,6180000,6180000,2024/5/17,既存住宅,宅地 / 工業地域,244.9,,102.26,5部屋 - ５ＬＤＫ,1980
旭川市北門町22丁目2169番159【2】,2000000,1500000,2024/4/24,既存住宅,宅地 / 第１種住居地域,203.96,,91.71,4部屋 - ４ＬＤＫ,1980
旭川市春光台3条2丁目4番20号,4800000,4800000,2024/5/19,既存住宅,宅地 / 第１種低層住居専用地域,255.03,,105.38,3部屋 - ３ＬＤＫ,1985
旭川市末広6条10丁目2-13,7800000,7300000,2024/5/16,既存住宅,宅地 / 第１種低層住居専用地域,235.66,,91.12,4部屋 - ４ＬＤＫ,1989
旭川市豊岡1条5丁目4-7,19800000,19800000,2024/5/17,既存住宅,宅地 / 準工業地域,292.03,,162.3,5部屋 - ５ＬＤＫ,1997
旭川市西神楽北2条2丁目228番21号,5300000,5300000,2024/5/16,既存住宅,宅地 / 第１種住居地域,230,,87.48,4部屋 - ４ＬＤＫ,1985
旭川市忠和4条7丁目6番364(住居表示:5番14号)【2】,6800000,6300000,2024/5/14,既存住宅,宅地 / 第１種住居地域,202.01,,103.68,4部屋 - ３ＳＬＤＫ,1988
旭川市永山1条6丁目7番7号,17000000,17000000,2024/5/13,既存住宅,宅地 / 準工業地域,261,,231.64,8部屋 - ８ＬＤＫ,1999
旭川市神楽岡15条4丁目,14000000,14000000,2024/5/11,既存住宅,宅地 / 第２種中高層住居専用地域,306.14,,154.84,6部屋 - ５ＬＤＫ,1997
旭川市川端町3条7丁目2627-39(住居表示:1番9号)【2】,13000000,12750000,2024/5/11,既存住宅,宅地 / 第１種住居地域,238.01,,184.24,6部屋 - ５ＬＤＫ,1990
旭川市末広2条6丁目9番16号,13800000,13400000,2024/5/10,既存住宅,宅地 / 第１種低層住居専用地域,268.58,,93.15,3部屋 - ３ＬＤＫ,1988
旭川市末広6条1丁目2番11号,22800000,22800000,2024/5/10,既存住宅,宅地 / 第１種低層住居専用地域,255.2,,105.16,4部屋 - ４ＬＤＫ,2017
旭川市西神楽3線17号,9000000,9000000,2024/5/9,既存住宅,宅地 /,2932.49,,147.42,6部屋 - ５ＬＤＫ,1981
旭川市豊岡12条4丁目3-10,32000000,32000000,2024/5/8,既存住宅,宅地 / 準住居地域,330.59,,153.72,3部屋 - ３ＳＬＤＫ,2017
旭川市神居1条21丁目91番地72,16850000,16850000,2024/5/7,既存住宅,宅地 / 第１種住居地域,281.43,,101.65,4部屋 - ３ＳＬＤＫ,1996
旭川市西神楽2条4丁目,3780000,3780000,2024/4/30,既存住宅,宅地 / 第２種中高層住居専用地域,315.11,,110.76,4部屋 - ４ＬＤＫ,1978
旭川市永山7条21丁目71番22,4500000,4500000,2024/5/7,既存住宅,宅地 / 第１種低層住居専用地域,169.88,,93.15,5部屋 - ４ＬＤＫ,1980
旭川市近文町25丁目1084番地,3000000,3000000,2024/5/7,既存住宅,宅地 / 第１種住居地域,227.41,,82.62,4部屋 - ３ＬＤＫ,1969
旭川市神楽岡16条4丁目2-8,9500000,9500000,2024/5/6,既存住宅,宅地 / 第２種中高層住居専用地域,529.21,,184.92,8部屋 - ７ＬＤＫ,1965
旭川市春光台3条4丁目2番5(2番5号)【2】,2980000,2980000,2024/4/26,既存住宅,宅地 / 第２種中高層住居専用地域,253.75,,59.41,4部屋 - ４ＬＤＫ,1969
旭川市忠和6条6丁目 2番19号,2800000,2800000,2024/5/2,既存住宅,宅地 / 第１種住居地域,215.48,,86.67,4部屋 - ４ＬＤＫ,1977
旭川市神居2条16丁目9番37・39(4番5号),16500000,16500000,2024/5/1,既存住宅,宅地 / 第２種中高層住居専用地域,333.5,,154.81,5部屋 - ５ＬＤＫ,2002
旭川市曙1条3丁目2-16,14800000,14000000,2024/4/30,既存住宅,宅地 / 第２種住居地域,231.31,,187.92,6部屋 - ５ＬＤＫ,1995
旭川市豊岡7条10丁目6番9号,17800000,17800000,2024/4/30,既存住宅,宅地 / 第１種低層住居専用地域,251.85,,135.54,6部屋 - ５ＬＤＫ,2000
旭川市東旭川南1条5丁目7-19,8800000,8500000,2024/4/30,既存住宅,宅地 / 第２種中高層住居専用地域,234,,95.04,3部屋 - ３ＬＤＫ,1989
旭川市神楽4条12丁目,4300000,4300000,2024/4/30,既存住宅,宅地 / 第２種中高層住居専用地域,176.57,,124.33,5部屋 - ４ＬＤＫ,1982
旭川市5条西7丁目,14800000,14000000,2024/4/30,既存住宅,宅地 / 第１種住居地域,342.24,,176.78,6部屋 - ５ＳＬＤＫ,1989
旭川市東旭川南1条7丁目,24900000,24900000,2024/4/28,既存住宅,宅地 / 第２種中高層住居専用地域,285.59,,123.38,5部屋 - ４ＬＤＫ,2012
旭川市豊岡12条3丁目1番14(1番18号),5500000,5500000,2024/4/28,既存住宅,宅地 / 準住居地域,232.39,,107.73,5部屋 - ５ＬＤＫ,1980
旭川市東光一条10丁目7番2号,13300000,13300000,2024/4/27,既存住宅,宅地 / 第１種低層住居専用地域,237.89,,100.19,4部屋 - ４ＬＤＫ,1996
旭川市大町1条14丁目231-110、309,800000,800000,2024/4/27,既存住宅,宅地 / 第２種中高層住居専用地域,109.08,,109.08,3部屋 - ３ＬＤＫ,1974
旭川市亀吉2条1丁目2番13号,9900000,9000000,2024/4/26,既存住宅,宅地 / 第１種住居地域,250.91,,119.24,7部屋 - ５ＳＬＤＫ,1996
旭川市北門町15丁目,8100000,8100000,2024/4/26,既存住宅,宅地 / 第２種中高層住居専用地域,156.4,,106.92,5部屋 - ５ＬＤＫ,1984
旭川市神居5条7丁目1番16号,4480000,4480000,2024/4/25,既存住宅,宅地 / 第１種低層住居専用地域,208.26,,96.37,4部屋 - ４ＬＤＫ,1968
旭川市永山6条12丁目79番地70,31000000,31000000,2024/4/24,既存住宅,宅地 / 第１種低層住居専用地域,220.61,,126.69,4部屋 - ４ＬＤＫ,2022
旭川市神楽岡12条3丁目3番地144(住居表示2番13号),23900000,23900000,2024/4/23,既存住宅,宅地 / 第１種低層住居専用地域,323.95,,208.47,6部屋 -,2007
旭川市春光台2条2丁目2番8号,16480000,16000000,2024/4/23,既存住宅,宅地 / 第１種低層住居専用地域,375.77,,151.47,6部屋 - ５ＬＤＫ,1997
旭川市神楽岡12条3丁目2-13,23900000,23900000,2024/4/23,既存住宅,宅地 / 第１種低層住居専用地域,323.95,,208.47,-,2007
旭川市南3条通26丁目497-9,16770000,16770000,2024/4/22,既存住宅,宅地 / 第１種住居地域,199.78,,127.87,5部屋 - ４ＳＬＤＫ,1988
旭川市永山9条14丁目4番12号,17400000,17400000,2024/4/22,既存住宅,宅地 / 第１種低層住居専用地域,260.68,,129.6,6部屋 - ５ＬＤＫ,2007
旭川市永山6条9丁目3番8号,16800000,16800000,2024/4/21,既存住宅,宅地 / 第１種低層住居専用地域,253.16,,149.05,5部屋 - ５ＬＤＫ,2000
旭川市東光10条9丁目2-17,6800000,6500000,2024/4/17,既存住宅,宅地 / 第１種低層住居専用地域,254.38,,96.05,- ４ＬＤＫ,1980
旭川市永山9条10丁目2番22号,5700000,5700000,2024/4/19,既存住宅,宅地 / 第１種低層住居専用地域,248.26,,80.14,5部屋 - ４ＤＫ,1979
旭川市3条通1丁目1639番22,17500000,17500000,2024/4/17,既存住宅,宅地 / 近隣商業地域,130.62,,182.53,3部屋 - ３ＬＤＫ,1983
旭川市東旭川南1条7丁目77番52,19800000,19800000,2024/4/17,既存住宅,宅地 / 第２種中高層住居専用地域,231.44,,111.78,4部屋 - ４ＬＤＫ,2013
旭川市永山4条24丁目98番79,9800000,9800000,2024/4/17,既存住宅,宅地 / 第１種低層住居専用地域,297.04,,64.8,2部屋 - ２ＬＤＫ,2001
旭川市春光台5条1丁目1-1,12800000,12800000,2024/4/15,既存住宅,宅地 / 第２種低層住居専用地域,582.4,,116.23,- ５ＬＤＫ,1996
旭川市永山3条1丁目60-98,950000,850000,2024/4/16,既存住宅,宅地 / 準工業地域,109.16,,64.85,4部屋 - ４ＬＤＫ,1968
旭川市神居4条21丁目60番46,16500000,16500000,2024/4/15,既存住宅,宅地 / 第１種低層住居専用地域,256.74,,116.34,5部屋 - ４ＬＤＫ,1990
旭川市末広3条9丁目2番8-2号,15800000,15800000,2024/4/15,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,106.65,4部屋 - ３ＳＬＤＫ,2009
旭川市春光台3条1丁目1番20(住居表示:1番21号)【2】,2400000,1800000,2024/4/15,既存住宅,宅地 / 第２種中高層住居専用地域,129.39,,80.19,4部屋 - ３ＬＤＫ,1979
旭川市神居8条16丁目372-30,7700000,7000000,2024/4/14,既存住宅,宅地 / 第１種低層住居専用地域,827.19,,99.63,7部屋 - ６ＬＤＫ,1975
旭川市東光14条7丁目1番24号,12800000,12000000,2024/4/11,既存住宅,宅地 / 第１種低層住居専用地域,247.25,,93.06,3部屋 - ３ＬＤＫ,1996
旭川市豊岡14条5丁目4番3号,4500000,4500000,2024 04 11 (136日),既存住宅,宅地 / 第２種中高層住居専用地域,152.07,,90.72,4部屋 - ４ＬＤＫ,
旭川市春光台3条2丁目9番25(9番28号),4500000,4000000,2024/4/11,既存住宅,宅地 / 第１種低層住居専用地域,379.37,,116.64,4部屋 - ４ＬＤＫ,1981
旭川市永山5条12丁目,9800000,9000000,2024/4/9,既存住宅,宅地 / 第１種住居地域,349.09,,119.34,5部屋 - ４ＬＤＫ,1979
旭川市台場2条2丁目10-9,4990000,4990000,2024/4/5,既存住宅,宅地 / 第１種低層住居専用地域,464.27,,128.43,5部屋 - ５ＬＤＫ,1997
旭川市豊岡9条8丁目1番10号,9800000,9800000,2024/4/3,既存住宅,宅地 / 第１種低層住居専用地域,227.46,,158.59,4部屋 - ４ＳＬＤＫ,1986
旭川市神居3条15丁目3番4号,4500000,4000000,2024/4/3,既存住宅,宅地 / 第１種低層住居専用地域,200.33,,85.86,4部屋 - ４ＬＤＫ,1976
旭川市東光10条1丁目4番7号,11800000,11800000,2024/4/4,既存住宅,宅地 / 第１種住居地域,205.8,,132.43,5部屋 - ５ＳＬＤＫ,1995
旭川市忠和8条5丁目2-7,4500000,4000000,2024/4/3,既存住宅,宅地 / 第１種低層住居専用地域,257.85,,93.68,5部屋 - ３ＳＬＤＫ,1983
旭川市神居9条7丁目1-3,17500000,17000000,2024/3/16,既存住宅,宅地 / 第１種低層住居専用地域,343.78,,163.89,5部屋 - ４ＬＤＫ,1997
旭川市神居3条15丁目1-13,6800000,6000000,2024/3/25,既存住宅,宅地 / 準住居地域,267.76,,119.88,- ４ＬＤＫ,1981
旭川市忠和6条5丁目25番392･25番395(住居表示:3-12),16980000,16980000,2024/4/2,既存住宅,宅地 / 第１種低層住居専用地域,283.22,,190.62,6部屋 - ６ＬＤＫ,1995
旭川市川端町3条5丁目2299番67【2】,3800000,3300000,2024/4/1,既存住宅,宅地 / 第１種住居地域,143.07,,105.2,5部屋 - ４ＬＤＫ,1967
旭川市東光17条5丁目265番27,18500000,18000000,2024/4/1,既存住宅,宅地 / 準住居地域,253.88,,110.96,4部屋 - ４ＬＤＫ,2014
旭川市神楽7条12丁目99番109(住居表示:2番11号)【2】,4500000,4000000,2024/3/31,既存住宅,宅地 / 第１種住居地域,231.41,,114.61,4部屋 - ３ＬＤＫ,1964
旭川市忠和3条1丁目66番534(住居表示:4番7号)【2】,7000000,6600000,2024/3/31,既存住宅,宅地 / 第２種中高層住居専用地域,229.08,,104.08,5部屋 - ４ＳＬＤＫ,1980
旭川市東光12条7丁目,23000000,23000000,2024/3/29,既存住宅,宅地 / 第１種低層住居専用地域,280.27,,117.03,5部屋 - ４ＳＬＤＫ,2008
旭川市本町2丁目437-59,8800000,8800000,2024/3/29,既存住宅,宅地 / 第２種住居地域,427.22,,97.53,-,1991
旭川市神居3条17丁目35-41,13500000,12500000,2024/3/29,既存住宅,宅地 / 第１種低層住居専用地域,233.32,,92.38,2部屋 - ２ＬＤＫ,1997
旭川市10条通9丁目975-224,3500000,3500000,2024/3/29,既存住宅,宅地 / 近隣商業地域,143.83,,179.38,4部屋 - ４ＬＤＫ,1983
旭川市旭岡4丁目5774-55,4600000,4600000,2024/3/29,既存住宅,宅地 / 第１種低層住居専用地域,306.44,,103.68,- ４ＬＤＫ,1980
旭川市永山6条7丁目7番16号,12000000,12000000,2024/3/28,既存住宅,宅地 / 第１種低層住居専用地域,369.22,,98.82,3部屋 - ３ＬＫ,1989
旭川市東光18条7丁目128番124,13800000,13500000,2024/3/28,既存住宅,宅地 / 第１種低層住居専用地域,266.68,,110.13,5部屋 - ４ＬＤＫ,1987
旭川市豊岡12条1丁目3番5号,4000000,4000000,2024/3/27,既存住宅,宅地 / 第１種住居地域,244.12,,102.06,4部屋 - ３ＬＤＫ,1975
旭川市春光台3条4丁目4番2(住居表示:5-3),2500000,2500000,2024/3/26,既存住宅,宅地 / 第２種中高層住居専用地域,285.75,,105.57,5部屋 - ５ＳＬＤＫ,1967
旭川市豊岡9条2丁目4番9号,21500000,21500000,2024/3/26,既存住宅,宅地 / 第２種中高層住居専用地域,205.04,,84.42,5部屋 - ４ＳＬＤＫ,2014
旭川市末広6条3丁目3番25(住居表示:3-26),24980000,24500000,2024/3/26,既存住宅,宅地 / 第１種低層住居専用地域,289.71,,184.88,5部屋 - 5LLDDKK ,1995
旭川市永山1条7丁目2番1号,11300000,11300000,2024/3/25,既存住宅,宅地 / 準工業地域,208,,129.6,4部屋 - ３ＬＤＫ,2002
旭川市西神楽1線15号357番50･44･46･59･52号(1線5号),8200000,7700000,2024/3/16,既存住宅,宅地 / 指定無,1447.75,,231.4,5部屋 - ５ＬＤＫ,1985
旭川市東光11条9丁目48番44,6000000,5800000,2024/3/25,既存住宅,宅地 / 第１種低層住居専用地域,245.7,,149.04,3部屋 - ３ＬＤＫ,1981
旭川市旭神3条4丁目4-11,28800000,28800000,2024/3/25,既存住宅,宅地 / 第１種低層住居専用地域,269.01,,155.12,5部屋 - ５ＬＤＫ,1998
旭川市末広3条11丁目 3番10号,11900000,11900000,2024/3/25,既存住宅,宅地 / 第１種低層住居専用地域,332.18,,133.31,4部屋 - ４ＬＤＫ,1988
旭川市豊岡11条10丁目,18900000,18900000,2024/3/25,既存住宅,宅地 / 第１種低層住居専用地域,220.04,,118.62,5部屋 - ５ＬＤＫ,1997
旭川市春光台4条1丁目5-11,15990000,15990000,2024/3/24,既存住宅,宅地 / 第１種低層住居専用地域,310.42,,118.41,7部屋 - ６ＬＤＫ,1995
旭川市豊岡11条8丁目17-47(4-2),16790000,16790000,2024/3/24,既存住宅,宅地 / 第１種低層住居専用地域,218.17,,89.42,4部屋 - ３ＬＤＫ,1986
旭川市東3条9丁目2番5号,12000000,11500000,2024/3/23,既存住宅,宅地 / 第１種住居地域,218.17,,296.61,3部屋 - ３ＬＤＫ,1981
旭川市東光1条2丁目5番15-3号,18500000,18500000,2024/3/20,既存住宅,宅地 / 第２種住居地域,119.51,,92.56,4部屋 - ３ＬＤＫ,2017
旭川市神楽岡9条3丁目,4000000,4000000,2024/3/19,既存住宅,宅地 / 第１種低層住居専用地域,277.7,,85.86,5部屋 - ４ＬＤＫ,1976
旭川市緑が丘1条4丁目2番9,16800000,16800000,2024/3/18,既存住宅,宅地 / 第１種低層住居専用地域,259.6,,151.14,6部屋 - ５ＬＤＫ,1987
旭川市西神楽2線30号74番1,21700000,21700000,2024/3/18,既存住宅,宅地 / 指定無,1323.55,,150.7,5部屋 - ５ＳＬＤＫ,2011
旭川市東7条2丁目4-3,27300000,27300000,2024/3/18,既存住宅,宅地 / 準工業地域,252.78,,154.64,4部屋 - ３ＬＤＫ,2016
旭川市末広4条12丁目6-18,15990000,15990000,2024/3/18,既存住宅,宅地 / 第１種低層住居専用地域,336.26,,147.42,4部屋 - ４ＳＬＤＫ,1986
旭川市旭町2条10丁目128ー218,9000000,9000000,2024/3/15,既存住宅,宅地 / 第２種中高層住居専用地域,299.64,,89.7,3部屋 - ３ＬＤＫ,1986
旭川市永山6条8丁目8番5号,17800000,17800000,2024/3/15,既存住宅,宅地 / 第１種低層住居専用地域,192.75,,93.5,4部屋 - ３ＬＤＫ,1975
旭川市末広5条5丁目6-3,6300000,6300000,2024/3/14,既存住宅,宅地 / 第１種低層住居専用地域,208.62,,86.12,4部屋 - ３ＬＤＫ,1986
旭川市忠和8条6丁目33番227、33番820(住居表示:4番9号),15900000,15900000,2024/3/13,既存住宅,宅地 / 第１種低層住居専用地域,257.73,,121.9,5部屋 - ３ＳＬＤＫ,1995
旭川市忠和6条6丁目,8800000,8800000,2024/3/13,既存住宅,宅地 / 第１種住居地域,553.11,,163.01,5部屋 - ４ＬＤＫ,1975
旭川市北門町22丁目,6500000,6500000,2024/3/13,既存住宅,宅地 / 第２種中高層住居専用地域,196.35,,123.12,5部屋 - ４ＬＤＫ,1983
旭川市末広7条2丁目1番1号,5000000,4700000,2024/3/12,既存住宅,宅地 / 第１種低層住居専用地域,299.38,,107.48,4部屋 - ４ＳＬＤＫ,1972
旭川市東光4条8丁目6番9号,12900000,12900000,2024/3/12,既存住宅,宅地 / 第１種低層住居専用地域,224.95,,98.82,4部屋 - ４ＬＤＫ,1984
旭川市末広1条12丁目3番24号,5000000,5000000,2024/3/12,既存住宅,宅地 / 第１種低層住居専用地域,249.997,,90.72,5部屋 - ４ＬＤＫ,1981
旭川市豊岡12条5丁目2-15,15800000,15800000,2024/3/12,既存住宅,宅地 / 第２種中高層住居専用地域,209.8,,154.71,-,1991
旭川市秋月3条2丁目20-61(住居表示:3番1号)【2】,19000000,19000000,2024/3/12,既存住宅,宅地 / 第１種住居地域,154.88,,122.54,4部屋 - ３ＬＤＫ,2014
旭川市神楽岡1条5丁目,4600000,3200000,2024/3/11,既存住宅,宅地 / 第１種低層住居専用地域,191.57,,92.34,5部屋 - ４ＬＤＫ,1980
旭川市東7条2丁目4番3号,27300000,27000000,2024/3/10,既存住宅,宅地 / 準工業地域,252.78,,154.64,4部屋 - ３ＳＬＤＫ,2016
旭川市東光16条4丁目4-17,7800000,7800000,2024/3/10,既存住宅,宅地 / 第２種中高層住居専用地域,194.99,,99.97,5部屋 - ４ＬＤＫ,1971
旭川市西神楽北1条1丁目138-67,3800000,3800000,2024/3/9,既存住宅,宅地 / 第１種住居地域,322.4,,162.81,5部屋 - ５ＬＤＫ,1978
旭川市旭町2条11丁目,19950000,19950000,2024/3/8,既存住宅,宅地 / 第２種中高層住居専用地域,206.27,,110.95,4部屋 - ４ＬＤＫ,1996
旭川市豊岡8条4丁目107-25(4-11),17990000,17990000,2024/3/9,既存住宅,宅地 / 第１種中高層住居専用地域,233.57,,191.16,7部屋 - ６ＳＬＤＫ,1987
旭川市東旭川町下兵村425-4,19800000,18500000,2024/3/8,既存住宅,宅地 / 市街化調整区域,479.32,,174.96,5部屋 - ５ＬＤＫ,2001
旭川市神楽6条10丁目443番38(住居表示:4-12),14800000,14800000,2024/3/8,既存住宅,宅地 / 第２種中高層住居専用地域,222.37,,100.84,4部屋 - ４ＬＤＫ,1974
旭川市秋月3条2丁目2番6号,7500000,7500000,2024/3/4,既存住宅,宅地 / 第１種住居地域,351.24,,213.29,5部屋 - ４ＬＤＫ,1969
旭川市永山7条13丁目5-3,12990000,12990000,2024/3/4,既存住宅,宅地 / 第１種低層住居専用地域,189.83,,102.86,4部屋 - ４ＬＤＫ,1993
旭川市東光11条6丁目198-27,15990000,15990000,2024/2/29,既存住宅,宅地 / 第１種低層住居専用地域,230.06,,130,5部屋 - ５ＬＤＫ,1985
旭川市緑が丘5条3丁目2-20,18990000,18990000,2024/3/1,既存住宅,宅地 / 第１種低層住居専用地域,275.5,,127.98,4部屋 - ４ＬＤＫ,1976
旭川市末広3条8丁目7番3号,3800000,3800000,2024/3/1,既存住宅,宅地 / 第１種低層住居専用地域,200.23,,83.83,5部屋 - ５ＬＤＫ,1975
旭川市神楽4条4丁目323番1(住居表示:1番16号),1500000,900000,2024/2/29,既存住宅,宅地 / 近隣商業地域,104.29,,75.15,4部屋 - ４ＬＤＫ,1965
旭川市末広4条12丁目4-8,5500000,5000000,2024/2/29,既存住宅,宅地 / 第１種低層住居専用地域,202.6,,83.02,3部屋 - ３ＬＤＫ,1987
旭川市豊岡7条4丁目3番17号,7900000,7900000,2024/2/29,既存住宅,宅地 / 第２種中高層住居専用地域,266.16,,96.4,4部屋 - ４ＬＤＫ,1972
旭川市神楽岡9条3丁目3番7号,1700000,1350000,2024/2/29,既存住宅,宅地 / 第１種低層住居専用地域,277.69,,80.19,3部屋 - ３ＬＤＫ,1972
旭川市旭岡2丁目5-46、-30,26000000,24000000,2024/2/25,既存住宅,宅地 / 第１種低層住居専用地域,308.71,,128.76,3部屋 - ３ＬＤＫ,2016
旭川市忠和8条5丁目35番70(6番17号),1000000,900000,2024/2/29,既存住宅,宅地 / 第１種住居地域,163.84,,90.05,5部屋 - ４ＬＤＫ,1979
旭川市7条西6丁目1番地4(1番4),22060000,22060000,2024/1/14,既存住宅,宅地 / 第２種中高層住居専用地域,238.66,,126.76,5部屋 - ４ＬＤＫ,1988
旭川市豊岡1条7丁目166-74,5980000,5800000,2024/2/27,既存住宅,宅地 / 第１種低層住居専用地域,221.67,,103.68,5部屋 - ４ＬＤＫ,1981
旭川市永山4条24丁目1-4 (109番37),3000000,2500000,2024/2/27,既存住宅,宅地 / 第１種低層住居専用地域,257.67,,91.08,4部屋 - ４ＬＤＫ,1978
旭川市台場2条5丁目12番12号,1300000,500000,2024/2/26,既存住宅,宅地 / 第１種住居地域,198.34,,82.26,5部屋 - ４ＬＤＫ,1973
旭川市永山10条15丁目5番29号,23800000,23800000,2024/2/26,既存住宅,宅地 / 第１種低層住居専用地域,272.57,,132.93,4部屋 - ４ＬＤＫ,2010
旭川市7条西2丁目1485番558(1番14),21800000,21500000,2024/2/17,既存住宅,宅地 / 第２種中高層住居専用地域,218.19,,110.12,4部屋 - ４ＬＤＫ,2014
旭川市川端町4条4丁目5番4号,4800000,4800000,2024/2/25,既存住宅,宅地 / 第１種住居地域,119,,86.67,3部屋 - ３ＬＤＫ,1983
旭川市曙2条6丁目,15800000,15800000,2024/2/23,既存住宅,宅地 / 第２種中高層住居専用地域,198.34,,153.52,- ４ＬＤＫ,1996
旭川市春光6条1丁目11-20,22500000,22500000,2024/2/22,既存住宅,宅地 / 第２種中高層住居専用地域,269.91,,122.81,3部屋 - ３ＬＤＫ,2000
旭川市永山9条10丁目2番22号,5700000,5700000,2024/2/22,既存住宅,宅地 / 第１種低層住居専用地域,248.26,,80.14,5部屋 - ４ＤＫ,1979
旭川市神楽岡12条4丁目3-5-2,22000000,21000000,2024/2/19,既存住宅,宅地 / 第２種中高層住居専用地域,323.99,,121.72,5部屋 - ５ＬＤＫ,2011
旭川市神楽岡4条6丁目5-4,23800000,23800000,2024/2/21,既存住宅,宅地 / 第１種低層住居専用地域,420.19,,209.1,6部屋 - ６ＬＤＫ,1993
旭川市東光11条7丁目3番22号,10800000,10800000,2024/2/15,既存住宅,宅地 / 第１種低層住居専用地域,314.72,,117.28,5部屋 - ５ＬＤＫ,1981
旭川市末広4条7丁目3番15号,4500000,4500000,2024/2/19,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,118.26,7部屋 - ５ＳＬＤＫ,1977
旭川市忠和3条5丁目12-20,2000000,3800000,2024/2/19,既存住宅,宅地 / 第１種低層住居専用地域,214.84,,95.22,5部屋 - ４ＬＤＫ,1979
旭川市神居5条14丁目1番18号,6500000,5500000,2024/2/18,既存住宅,宅地 / 第１種低層住居専用地域,289.11,,112.51,4部屋 - ４ＬＤＫ,1979
旭川市春光6条8丁目4番9(住居表示:13番1号)【2】,4800000,4800000,2024/2/17,既存住宅,宅地 / 第２種中高層住居専用地域,200.23,,94.17,4部屋 - ４ＬＤＫ,1993
旭川市春光台1条5丁目5番15号,8000000,7600000,2024/2/16,既存住宅,宅地 / 第２種低層住居専用地域,495.87,,73.26,2部屋 - １ＬＤＫ,1999
旭川市東鷹栖1条3丁目635-416,6800000,6800000,2024/2/16,既存住宅,宅地 / 第２種中高層住居専用地域,248.03,,110.12,4部屋 - ４ＬＤＫ,1992
旭川市旭町1条19丁目,1800000,1800000,2024/2/14,既存住宅,宅地 / 第２種中高層住居専用地域,132.17,,132.84,5部屋 - ４ＬＤＫ,1991
旭川市末広2条10丁目458番22(住居表示:5番10号),8500000,8000000,2024/2/14,既存住宅,宅地 / 第１種低層住居専用地域,335.68,,280.35,5部屋 - ４ＳＬＤＫ,1989
旭川市豊岡9条4丁目,14880000,14880000,2024/2/6,既存住宅,宅地 / 第２種中高層住居専用地域,303.86,,93.55,5部屋 - ４ＬＤＫ,1995
旭川市永山5条9丁目1番12号,6300000,5700000,2024/2/11,既存住宅,宅地 / 第２種中高層住居専用地域,245.5,,122.1,5部屋 - ５ＬＫ,1983
