address,price,contract_price,contract_date,type,zoning,land_area,building_area,floor_area,floor_plan,construction_year
旭川市春光5条8丁目8-13,12500000,12500000,2026/3/12,既存住宅,宅地 / 第２種中高層住居専用地域,218.5,,72.49,2部屋 - ２ＬＤＫ,2011.0
旭川市永山8条5丁目6番13号,20800000,19000000,2026/3/11,既存住宅,宅地 / 第１種住居地域,173.54,,104.34,4部屋 - ４ＬＤＫ,2007.0
旭川市末広4条9丁目5022-70(住居表示:8-5),1000000,1000000,2026/3/11,既存住宅,宅地 / 第１種低層住居専用地域,249.99,,108.54,4部屋 - ４ＬＤＫ,1980.0
旭川市錦町22丁目 2162番167,6500000,6500000,2026/3/10,既存住宅,宅地 / 第２種中高層住居専用地域,196.36,,104.52,5部屋 - ５ＬＤＫ,1976.0
旭川市末広6条7丁目1194番66(住居表示:6番4号),22000000,21800000,2026/3/11,既存住宅,宅地 / 第１種住居地域,336.21,,95.54,4部屋 - ３ＳＬＤＫ,2016.0
旭川市忠和2条4丁目7番19号,11880000,11880000,2026/3/11,既存住宅,宅地 / 第１種低層住居専用地域,231.38,,129.87,6部屋 - ４ＳＬＤＫ,1983.0
旭川市春光台1条2丁目1番地22(住居表示1番22号),2475600,2470000,2026/3/10,既存住宅,宅地 / 第１種低層住居専用地域,306.72,,90.04,4部屋 - ４ＬＤＫ,1968.0
旭川市春光台3条3丁目,7400000,7400000,2026/3/9,既存住宅,宅地 / 第２種中高層住居専用地域,984.87,,231.66,7部屋 - ６ＬＤＫ,1982.0
旭川市東光14条2丁目4番4号,16800000,16800000,2026/3/9,既存住宅,宅地 / 第２種低層住居専用地域,148.75,,178.2,3部屋 - ２ＬＤＫ,1999.0
旭川市東光13条2丁目178番53.64.198.199(3番15号)【2】,7500000,6500000,2026/3/7,既存住宅,宅地 / 第２種中高層住居専用地域,257.83,,134.05,5部屋 - ４ＬＤＫ,1984.0
旭川市春光5条6丁目2番8号,8500000,6000000,2026/3/7,既存住宅,宅地 / 第２種中高層住居専用地域,249.91,,48.6,2部屋 - ２ＬＤＫ,1995.0
旭川市東光10条2丁目2番6号,9880000,9500000,2026/2/15,既存住宅,宅地 / 第２種中高層住居専用地域,254.06,,122.55,7部屋 - ６ＬＤＫ,1989.0
旭川市春光4条4丁目4番17号,19800000,19800000,2026/3/5,既存住宅,宅地 / 準住居地域,203.0,,127.52,4部屋 - ４ＬＤＫ,2007.0
旭川市東6条6丁目3-3,17500000,17500000,2026/3/5,既存住宅,宅地 / 第１種住居地域,274.56,,118.65,- ４ＬＤＫ,2001.0
旭川市永山4条10丁目3-1,19800000,19500000,2026/3/5,既存住宅,宅地 / 準工業地域,204.61,,125.86,5部屋 - ４ＬＤＫ,2001.0
旭川市神楽岡8条5丁目3番3097･3099(枝番:1番13号),8200000,8000000,2026/3/4,既存住宅,宅地 / 第１種低層住居専用地域,463.28,,131.25,3部屋 - ３ＬＤＫ,1980.0
旭川市北門町14丁目2144番地88,4880000,4700000,2026/3/3,既存住宅,宅地 / 第２種中高層住居専用地域,202.23,,98.01,4部屋 - ３ＬＤＫ,1988.0
旭川市永山6条16丁目11番7号,7800000,7800000,2026/3/2,既存住宅,宅地 / 第１種低層住居専用地域,287.68,,219.68,5部屋 - ５ＳＬＤＫ,1985.0
旭川市末広7条3丁目1番33号【2】,15500000,9250000,2026/3/2,既存住宅,宅地 / 第１種低層住居専用地域,396.69,,181.76,7部屋 - ６ＳＬＤＫ,1995.0
旭川市旭町1条12丁目688番地253,20500000,20500000,2026/2/28,既存住宅,宅地 / 第１種住居地域,176.0,,105.98,5部屋 - ４ＬＤＫ,2016.0
旭川市東光21条9丁目2番5号,21500000,21500000,2026/3/1,既存住宅,宅地 / 第１種低層住居専用地域,268.8,,124.6,5部屋 - ５ＳＬＤＫ,2011.0
旭川市神楽岡10条8丁目2-2,2800000,2500000,2026/3/1,既存住宅,宅地 / 第１種低層住居専用地域,198.34,,97.6,4部屋 - ４ＬＤＫ,1982.0
旭川市神居6条8丁目352番16､17(住居表示:1-22),19300000,19000000,2026/2/27,既存住宅,宅地 / 第１種低層住居専用地域,218.17,,102.4,4部屋 - ４ＬＤＫ,2006.0
旭川市永山8条9丁目2番12号,6800000,6300000,2026/2/26,既存住宅,宅地 / 第１種低層住居専用地域,208.25,,80.19,4部屋 - ４ＬＤＫ,1980.0
旭川市東光21条9丁目2-12,19990000,19990000,2026/2/27,既存住宅,宅地 / 第１種低層住居専用地域,268.79,,136.84,4部屋 - ４ＳＬＤＫ,2007.0
旭川市永山山7条6丁目81番31(4番3号),22800000,22800000,2026/2/27,既存住宅,宅地 / 第１種低層住居専用地域,173.54,,117.58,4部屋 - ３ＳＬＫ,2013.0
旭川市宮前1条4丁目6-19,27800000,24500000,2026/2/27,既存住宅,宅地 / 第１種住居地域,417.68,,163.54,3部屋 - ３ＬＤＫ,2000.0
旭川市東光4条3丁目1番4号,8500000,8500000,2026/2/27,既存住宅,宅地 / 第２種中高層住居専用地域,187.44,,92.76,3部屋 - ２ＬＤＫ,1996.0
旭川市末広5条12丁目2番14号,5000000,4700000,2026/2/20,既存住宅,宅地 / 第１種低層住居専用地域,219.43,,83.43,4部屋 - ４ＬＤＫ,1987.0
旭川市豊岡15条8丁目3-23,4900000,4500000,2026/2/26,既存住宅,宅地 / 第２種中高層住居専用地域,224.5,,91.71,4部屋 - ４ＬＤＫ,1981.0
旭川市南3条通25丁目101番地102,6800000,6500000,2026/2/26,既存住宅,宅地 / 第１種住居地域,275.22,,125.18,4部屋 - ４ＬＤＫ,1982.0
旭川市8条通23丁目355-24,25000000,24500000,2026/2/24,既存住宅,宅地 / 第１種住居地域,328.95,,174.96,5部屋 - ５ＳＬＤＫ,2007.0
旭川市末広4条9丁目 5022番100,3000000,2850000,2026/2/19,既存住宅,宅地 / 第１種低層住居専用地域,195.15,,112.59,4部屋 - ４ＤＫ,1979.0
旭川市永山5条23丁目2番11号,4800000,4500000,2026/2/23,既存住宅,宅地 / 第１種低層住居専用地域,236.04,,90.06,4部屋 - ４ＬＤＫ,1980.0
旭川市東光8条5丁目308番71(4番20号),6700000,5900000,2026/2/23,既存住宅,宅地 / 第１種低層住居専用地域,213.55,,119.88,4部屋 - ４ＬＤＫ,1978.0
旭川市末広4条7丁目264番地137.151(6番10号),5000000,5000000,2026/2/23,既存住宅,宅地 / 第２種中高層住居専用地域,330.82,,98.01,4部屋 - ４ＳＬＤＫ,1973.0
旭川市東光4条7丁目1番9号,8300000,8000000,2026/2/23,既存住宅,宅地 / 第１種低層住居専用地域,234.78,,116.64,5部屋 - ５ＬＤＫ,1980.0
旭川市宮前1条4丁目9番6号,24800000,22900000,2026/2/23,既存住宅,宅地 / 第１種住居地域,186.26,,114.21,4部屋 - ４ＬＤＫ,2000.0
旭川市豊岡8条7丁目1番10号,14300000,12300000,2026/2/23,既存住宅,宅地 / 準住居地域,307.66,,112.59,3部屋 - ３ＬＤＫ,1988.0
旭川市神居8条1丁目4-8,500000,300000,2026/2/20,既存住宅,宅地 / 第１種低層住居専用地域,199.67,,96.12,4部屋 - ４ＬＤＫ,1974.0
旭川市末広5条11丁目,11800000,11800000,2026/2/20,既存住宅,宅地 / 第２種中高層住居専用地域,124.7,,82.8,4部屋 - ３ＬＤＫ,2006.0
旭川市神居8条14丁目3番6号,2800000,2600000,2026/2/19,既存住宅,宅地 / 第１種低層住居専用地域,177.44,,81,5部屋 - ４ＬＤＫ,1980.0
旭川市花咲町6丁目4046-20,17900000,17900000,2026/2/19,既存住宅,宅地 / 第２種住居地域,277.62,,296.01,5部屋 - ４ＳＬＤＫ,1998.0
"旭川市春光台4条8丁目14番地35,36",13000000,13000000,2026/2/19,既存住宅,宅地 / 第１種低層住居専用地域,457.95,,151.54,4部屋 - ４ＬＤＫ,2006.0
旭川市春光5条9丁目7番15号,23000000,23000000,2026/2/19,既存住宅,宅地 / 第２種中高層住居専用地域,166.23,,101.01,5部屋 - ４ＬＤＫ,2020.0
旭川市末広5条7丁目3番11号,3300000,3300000,2026/2/19,既存住宅,宅地 / 第１種低層住居専用地域,162.8,,80.19,3部屋 - ３ＬＤＫ,1982.0
旭川市高砂台7丁目10-4(3番9),9500000,8300000,2026/2/18,既存住宅,宅地 / 第１種低層住居専用地域,359.5,,133.31,5部屋 - ５ＳＬＤＫ,2000.0
旭川市豊岡9条3丁目,20800000,20800000,2026/2/18,既存住宅,宅地 / 第２種中高層住居専用地域,416.5,,116.86,5部屋 - ４ＬＤＫ,2003.0
旭川市神楽4条10丁目4番10号,3800000,2900000,2026/2/16,既存住宅,宅地 / 準工業地域,188.22,,64.8,4部屋 - ４ＬＤＫ,1972.0
旭川市南が丘2丁目,990000,850000,2026/2/14,既存住宅,宅地 / 第１種住居地域,176.76,,71.05,5部屋 - ４ＬＤＫ,1971.0
旭川市神居1条18丁目3番12号,4800000,4500000,2026/2/14,既存住宅,宅地 / 第２種中高層住居専用地域,330.51,,107.94,- ４ＬＤＫ,1970.0
旭川市豊岡9条8丁目3番16号,29800000,29500000,2026/2/13,既存住宅,宅地 / 第１種低層住居専用地域,288.47,,126.69,4部屋 - ３ＬＤＫ,2018.0
旭川市永山5条16丁目2番1号,28000000,28000000,2026/2/12,既存住宅,宅地 / 第１種低層住居専用地域,288.57,,199.24,6部屋 - ５ＬＤＫ,2018.0
旭川市1条通16丁目2102-2,100000,100000,2026/2/12,既存住宅,宅地 / 商業地域,98.47,,38.84,-,
旭川市永山3条21丁目276番24(住居表示:1番34号)【2】,10500000,10000000,2026/2/12,既存住宅,宅地 / 第１種住居地域,165.32,,129.59,5部屋 - ４ＬＤＫ,1999.0
旭川市川端町四条6丁目3番10号,48600000,48600000,2026/2/12,既存住宅,宅地 / 第１種住居地域,245.78,,114.52,4部屋 - ４ＬＤＫ,2023.0
旭川市神居4条17丁目1番11号,4800000,4800000,2026/2/11,既存住宅,宅地 / 第１種低層住居専用地域,220.5,,99.02,4部屋 - ４ＬＤＫ,1975.0
旭川市豊岡10条10丁目8-10(2番),14000000,13800000,2026/2/11,既存住宅,宅地 / 第２種低層住居専用地域,241.79,,116.64,4部屋 - ４ＳＬＤＫ,1995.0
旭川市東鷹栖4条2丁目636番254,6300000,6300000,2026/2/10,既存住宅,宅地 / 第２種中高層住居専用地域,244.14,,97.7,3部屋 - ２ＬＤＫ,2002.0
旭川市西神楽北1条3丁目230番地35,23800000,23800000,2026/2/8,既存住宅,宅地 / 第２種中高層住居専用地域,370.9,,98.53,4部屋 - ４ＬＤＫ,2021.0
旭川市神楽7条11丁目2-15,14290000,14290000,2026/2/7,既存住宅,宅地 / 第１種住居地域,251.96,,89.3,2部屋 - ２ＬＤＫ,1982.0
旭川市永山5条8丁目4番12号,6800000,6300000,2026/2/1,既存住宅,宅地 / 第１種低層住居専用地域,236.38,,108.54,4部屋 - ４ＬＤＫ,1982.0
旭川市流通団地2条1丁目10-5,3000000,3000000,2026/2/6,既存住宅,宅地 / 準工業地域,228.09,,100.29,5部屋 - ５ＬＤＫ,1963.0
旭川市神楽岡12条7丁目20番13他(枝番:4番26号),12400000,12000000,2026/2/3,既存住宅,宅地 / 第２種中高層住居専用地域,226.54,,176.26,3部屋 - ３ＳＬＤＫ,2000.0
旭川市忠和4条3丁目8番82(1番21号)[2],9800000,9800000,2026/2/1,既存住宅,宅地 / 第１種低層住居専用地域,299.0,,127.98,4部屋 - ４ＬＤＫ,1975.0
旭川市南8条通26丁目585番3、585番2(585番3)【2】,6900000,6000000,2026/2/1,既存住宅,宅地 / 第１種住居地域,198.24,,92.61,5部屋 - ４ＬＤＫ,1983.0
旭川市春光台4条3丁目2番21号,4950000,4950000,2026/1/28,既存住宅,宅地 / 第１種低層住居専用地域,347.0,,114.21,6部屋 - ６ＳＬＤＫ,1992.0
旭川市春光台1条4丁目4番15号,4800000,4800000,2026/1/31,既存住宅,宅地 / 第１種低層住居専用地域,293.31,,107.18,5部屋 - ４ＬＤＫ,1992.0
旭川市東光23条6丁目3番14号,13500000,13500000,2026/1/31,既存住宅,宅地 / 第１種低層住居専用地域,329.16,,149.22,8部屋 - ６ＳＬＤＫ,1994.0
旭川市忠和4条3丁目8番地112(住居表示2番1号),8500000,8300000,2026/1/31,既存住宅,宅地 / 第１種低層住居専用地域,164.96,,92.74,4部屋 - ４ＬＤＫ,1991.0
旭川市南が丘2丁目5番10号,1500000,1000000,2026/1/19,既存住宅,宅地 / 第１種住居地域,247.93,,90.25,- ４ＬＤＫ,1981.0
旭川市神居8条14丁目1番1号,1500000,1000000,2026/1/26,既存住宅,雑種地 / 第１種低層住居専用地域,144.0,,87.17,4 部屋 - ４ＬＤＫ,1977.0
旭川市永山8条10丁目2番5号,12000000,12000000,2026/1/30,既存住宅,宅地 / 第１種低層住居専用地域,247.83,,144.08,6部屋 - ６ＳＬＤＫ,1987.0
旭川市東旭川町旭正316番,4980000,4650000,2026/1/30,既存住宅,宅地 / 指定無,595.0,,171.31,6部屋 - ６ＬＫ,1979.0
旭川市旭岡6丁目6-19,6500000,5200000,2026/1/30,既存住宅,宅地 / 第１種低層住居専用地域,309.09,,76.84,3部屋 - ２ＳＬＤＫ,1994.0
旭川市豊岡1条1丁目2-17(271番30),12500000,12500000,2026/1/29,既存住宅,宅地 / 準住居地域,304.52,,189.54,6部屋 - ６ＬＤＫ,1997.0
旭川市近文町25丁目999-30,3500000,3500000,2026/1/29,既存住宅,宅地 / 第１種住居地域,231.4,,92.88,9部屋 - ８ＳＬＤＫ,1973.0
旭川市緑町23丁目2196番115,4500000,4300000,2026/1/29,既存住宅,宅地 / 第１種住居地域,290.7,,100.8,6部屋 - ５ＬＤＫ,1969.0
旭川市永山1条5丁目3番28号,21800000,21800000,2025/12/25,既存住宅,宅地 / 準工業地域,241.79,,182.58,7部屋 - ６ＬＤＫ,1997.0
旭川市東光24条6丁目62番(4番7号),11800000,10500000,2026/1/28,既存住宅,宅地 / 第１種低層住居専用地域,250.38,,112.18,4部屋 - ４ＬＤＫ,1993.0
旭川市豊岡1条4丁目5番2号(5番3号),12900000,12000000,2026/1/26,既存住宅,宅地 / 準工業地域,400.52,,65.27,-,1967.0
旭川市北門町22丁目2168番地152,17980000,17980000,2026/1/26,既存住宅,宅地 / 第２種中高層住居専用地域,240.0,,156.3,4部屋 - ４ＳＬＤＫ,1985.0
旭川市神楽4条13丁目3番7号,12500000,12500000,2026/1/24,既存住宅,宅地 / 第２種中高層住居専用地域,415.38,,132.2,5部屋 - ５ＬＤＫ,1967.0
旭川市末広4条12丁目4番10号,11800000,11800000,2026/1/23,既存住宅,宅地 / 第１種低層住居専用地域,240.23,,91.53,3部屋 - ３ＬＤＫ,1988.0
旭川市豊岡14条7丁目1番25号,13000000,11500000,2026/1/22,既存住宅,宅地 / 準住居地域,410.98,,140.13,- ４ＬＤＫ,1991.0
旭川市西神楽北1条2丁目603番【2】,2500000,1000000,2026/1/22,既存住宅,宅地 / 近隣商業地域,240.66,,136.08,6部屋 - ５ＬＤＫ,1976.0
旭川市永山7条21丁目69番地35(住居表示4-7),15800000,15800000,2026/1/22,既存住宅,宅地 / 第１種低層住居専用地域,204.61,,100.03,4部屋 - ４ＬＤＫ,1994.0
旭川市神居5条7丁目1番2号,5900000,5900000,2026/1/18,既存住宅,宅地 / 第１種低層住居専用地域,231.4,,150.38,5部屋 - ５ＬＤＫ,1973.0
旭川市永山7条16丁目1番11号,9500000,9500000,2026/1/17,既存住宅,宅地 / 第１種低層住居専用地域,365.11,,186.75,5部屋 - ５ＬＤＫ,1987.0
旭川市東旭川北2条5丁目5番46,25000000,25000000,2026/1/18,既存住宅,宅地 / 第２種中高層住居専用地域,267.26,,127.93,4部屋 - ４ＬＤＫ,2016.0
旭川市永山2条10丁目60番地25(1番56号)【2】,1700000,1700000,2026/1/17,既存住宅,宅地 / 準工業地域,177.17,,79.31,5部屋 - ４ＬＤＫ,1977.0
旭川市末広2条10丁目6番19号,6800000,6800000,2026/1/17,既存住宅,宅地 / 第１種低層住居専用地域,233.69,,137.7,4部屋 - ４ＬＤＫ,1987.0
旭川市末広3条9丁目,9800000,9800000,2026/1/15,既存住宅,宅地 / 第１種低層住居専用地域,471.4,,160.92,5部屋 - ５ＬＤＫ,1985.0
旭川市永山5条16丁目93-5,6800000,6800000,2026/1/15,既存住宅,宅地 / 第１種低層住居専用地域,287.79,,104.49,4部屋 -,1978.0
旭川市東旭川北1条6丁目6-19,4800000,4800000,2026/1/13,既存住宅,宅地 / 第２種中高層住居専用地域,254.54,,169.29,6部屋 - ５ＬＤＫ,1977.0
旭川市神居4条17丁目35番77(住居表示2番10号),3000000,3000000,2025/11/14,既存住宅,宅地 / 第１種低層住居専用地域,138.84,,110.16,4部屋 - ３ＳＬＤＫ,1978.0
旭川市台場東392-60,1480000,1480000,2026/1/10,既存住宅,宅地 / 指定無,247.5,,82.62,2部屋 - ２ＬＤＫ,1974.0
旭川市末広4条12丁目5014番41,3500000,3500000,2025/12/26,既存住宅,宅地 / 第１種低層住居専用地域,202.6,,83.02,3部屋 - ３ＬＤＫ,1987.0
旭川市新富1条1丁目5番4号,2600000,1850000,2026/1/9,既存住宅,宅地 / 第１種住居地域,109.08,,111.78,5部屋 - ５ＤＫ,1980.0
旭川市6条通22丁目17番48(住居表示:7),4400000,4400000,2025/12/22,既存住宅,宅地 / 第１種住居地域,132.86,,139.58,5部屋 - ４ＬＤＫ,1983.0
旭川市東光6条10丁目70番【2】,11200000,10700000,2026/1/6,既存住宅,宅地 / 第１種低層住居専用地域,248.01,,112.2,5部屋 - ４ＬＤＫ,1994.0
旭川市豊岡6条11丁目130番56(4番7号)【2】,19600000,18000000,2025/11/25,既存住宅,宅地 / 第１種低層住居専用地域,265.55,,127,4部屋 - ４ＳＬＤＫ,2008.0
旭川市豊岡5条2丁目8-2,8000000,7700000,2025/12/25,既存住宅,宅地 / 第２種中高層住居専用地域,190.2,,99.36,5部屋 - ４ＬＤＫ,1988.0
旭川市緑町25丁目2143番27,4800000,4800000,2025/12/26,既存住宅,宅地 / 第１種住居地域,295.52,,101.25,4部屋 - ４ＬＤＫ,1983.0
旭川市末広4条12丁目5-8(5011-119),5000000,4000000,2025/12/11,既存住宅,宅地 / 第１種低層住居専用地域,202.6,,91.53,4部屋 - ４ＬＤＫ,1988.0
旭川市錦町22丁目2162-250,2200000,2200000,2025/12/25,既存住宅,宅地 / 第２種中高層住居専用地域,134.81,,81.4,3部屋 - ３ＬＫ,1976.0
旭川市永山5条3丁目91番11(住居表示:3-11),5500000,6850000,2025/12/24,既存住宅,宅地 / 準工業地域,283.38,,116.64,4部屋 - ４ＬＤＫ,1995.0
旭川市緑が丘1条3丁目,11800000,9800000,2025/12/24,既存住宅,宅地 / 第１種低層住居専用地域,379.91,,131.76,7部屋 - ７ＬＤＫ,1974.0
旭川市神居6条18丁目4番14号,3300000,3000000,2025/12/23,既存住宅,宅地 / 第１種低層住居専用地域,288.0,,94.77,4部屋 - ４ＬＤＫ,1969.0
"旭川市西神楽北1条3丁目231-92,231-93､231-94",4600000,4600000,2025/12/23,既存住宅,宅地 / 第２種中高層住居専用地域,478.48,,119.47,4部屋 - ４ＬＤＫ,1979.0
旭川市東光4条5丁目317番地44,3500000,3500000,2025/12/23,既存住宅,宅地 / 第２種中高層住居専用地域,317.34,,94.8,4部屋 - ４ＬＤＫ,1977.0
旭川市忠和3条3丁目8-55,2500000,2500000,2025/12/20,既存住宅,宅地 / 第１種低層住居専用地域,234.0,,56.7,4部屋 - ４ＬＤＫ,1971.0
旭川市4条通13丁目1191番地の2,29800000,29800000,2025/12/22,既存住宅,宅地 / 商業地域,267.76,,251.03,3部屋 - ３ＬＤＫ,1982.0
旭川市忠和3条4丁目9-12,6800000,6500000,2025/12/22,既存住宅,宅地 / 第１種低層住居専用地域,303.74,,132.84,- ５ＬＤＫ,1976.0
旭川市春光5条8丁目17番4号,600000,600000,2025/12/21,既存住宅,宅地 / 第２種中高層住居専用地域,177.93,,134.51,4部屋 - ４ＬＤＫ,1974.0
旭川市5条西4丁目1485番663(住居表示:2-2),12980000,12980000,2025/12/19,既存住宅,宅地 / 第２種中高層住居専用地域,163.64,,190.44,6部屋 - 6LLDDKK ,1996.0
旭川市神居3条21丁目60番地72,7980000,7980000,2025/12/19,既存住宅,宅地 / 第１種低層住居専用地域,271.0,,158.03,4部屋 - ４ＬＤＫ,1989.0
旭川市神楽岡4条6丁目6番17号,14300000,14300000,2025/12/19,既存住宅,宅地 / 第１種低層住居専用地域,265.22,,131.32,5部屋 - ４ＬＤＫ,1997.0
旭川市春光6条1丁目3564番54･53(8番4号),2800000,2000000,2025/12/19,既存住宅,宅地 / 第２種中高層住居専用地域,193.78,,67.75,3部屋 - ３ＬＤＫ,1962.0
旭川市西神楽一線6号,800000,800000,2025/12/19,既存住宅,宅地 / 指定無,323.94,,94.77,4部屋 - ４ＬＤＫ,1980.0
旭川市東光18条5丁目,18000000,18000000,2025/12/6,既存住宅,宅地 / 第１種低層住居専用地域,253.81,,103.85,4部屋 - ４ＬＤＫ,1992.0
旭川市東鷹栖東1条4丁目637-83,500000,500000,2025/12/18,既存住宅,宅地 / 準工業地域,250.15,,81,3部屋 - ３ＬＤＫ,1976.0
旭川市末広2条8丁目5番16号,7800000,7500000,2025/12/18,既存住宅,宅地 / 第１種低層住居専用地域,196.97,,117.45,4部屋 - ４ＬＤＫ,1982.0
旭川市忠和5条4丁目6番29号(地番:63番58),4500000,3000000,2025/12/5,既存住宅,宅地 / 第１種低層住居専用地域,300.79,,119.97,5部屋 - ５ＳＬＤＫ,1981.0
旭川市西神楽南2条3丁目250番地108【2】,2000000,1750000,2025/12/17,既存住宅,宅地 / 第２種中高層住居専用地域,231.77,,68.04,4部屋 - ３ＬＤＫ,1966.0
旭川市西神楽北1条1丁目138番地50,7600000,7600000,2025/12/17,既存住宅,宅地 / 第１種住居地域,616.77,,124.83,6部屋 - ５ＬＤＫ,1987.0
旭川市東旭川北1条5丁目1番29号,9000000,7500000,2025/12/16,既存住宅,宅地 / 近隣商業地域,396.68,,162.6,5部屋 - ５ＬＤＫ,1982.0
旭川市大町2条18丁目234番地117,3500000,3500000,2025/12/15,既存住宅,宅地 / 第２種中高層住居専用地域,200.65,,118.4,4部屋 - ４ＬＤＫ,1983.0
旭川市豊岡10条11丁目,23800000,23000000,2025/12/15,既存住宅,宅地 / 第１種低層住居専用地域,260.84,,118.48,3部屋 - ３ＬＤＫ,2005.0
旭川市東旭川北1条2丁目168-97,500000,500000,2025/12/15,既存住宅,宅地 / 第２種中高層住居専用地域,145.0,,75.33,3部屋 - ３ＳＬＤＫ,1983.0
旭川市永山1条20丁目,29000000,29000000,2025/12/15,既存住宅,宅地 / 第１種住居地域,297.59,,111.16,3部屋 - ３ＬＤＫ,2019.0
旭川市本町3丁目437-206,11000000,11000000,2025/12/13,既存住宅,宅地 / 第２種住居地域,275.68,,98.41,4部屋 - ４ＬＤＫ,1989.0
旭川市台場東392-11,800000,800000,2025/12/13,既存住宅,宅地 / 指定無,294.48,,56.7,5部屋 - ４ＬＤＫ,1974.0
旭川市末広1条15丁目47番地65 東武コーポ(3番5号)【2】,8000000,7000000,2025/12/11,既存住宅,宅地 / 準工業地域,232.06,,194.4,5部屋 - ４ＬＤＫ,1992.0
旭川市5条通19丁目1717-87,23600000,22600000,2025/12/12,既存住宅,宅地 / 第１種住居地域,428.08,,141.59,4部屋 - ３ＬＤＫ,1998.0
旭川市春光6条2丁目271番地1,8800000,8800000,2025/12/12,既存住宅,宅地 / 第２種中高層住居専用地域,274.4,,66.15,3部屋 - ２ＬＤＫ,1998.0
旭川市永山6条11丁目4‐13,7130000,7130000,2025/12/11,既存住宅,宅地 / 第１種低層住居専用地域,285.54,,115.35,6部屋 - ４ＬＤＫ,1990.0
旭川市緑が丘5条4丁目4番1,3800000,3200000,2025/12/11,既存住宅,宅地 / 第１種低層住居専用地域,360.0,,149.44,5部屋 - ５ＬＤＫ,1976.0
旭川市南8条通26丁目586-31,16800000,16800000,2025/12/11,既存住宅,宅地 / 第１種住居地域,157.88,,148.77,4部屋 - ４ＳＬＤＫ,1996.0
旭川市永山3条14丁目2-4,5990000,5990000,2025/12/11,既存住宅,宅地 / 準工業地域,148.8,,88.4,4部屋 - ４ＬＤＫ,1990.0
旭川市西神楽南二条3丁目250-188,6990000,6990000,2025/12/11,既存住宅,宅地 / 第２種中高層住居専用地域,261.08,,101.79,4部屋 - ４ＬＤＫ,1995.0
旭川市神居2条20丁目82番地79,18480000,18480000,2025/12/9,既存住宅,宅地 / 第１種低層住居専用地域,235.36,,103.51,4部屋 - ３ＳＬＤＫ,1991.0
旭川市永山10条7丁目5番19号,25800000,25800000,2025/12/8,既存住宅,宅地 / 第１種低層住居専用地域,243.96,,109.89,3部屋 - ３ＬＤＫ,1990.0
旭川市東光14条2丁目,18800000,18800000,2025/12/6,既存住宅,宅地 / 第２種中高層住居専用地域,259.61,,173.06,7部屋 - ５ＬＤＫ,2000.0
旭川市豊岡14条5丁目4番22(住居表示:4番2号)【2】,27800000,27800000,2025/11/25,既存住宅,宅地 / 第２種中高層住居専用地域,247.77,,110.67,5部屋 - ４ＬＤＫ,2019.0
旭川市永山3条20丁目8番5号(住居表示),3500000,3500000,2025/11/27,既存住宅,宅地 / 第１種住居地域,247.98,,85.86,5部屋 - ４ＬＤＫ,1976.0
旭川市永山8条7丁目116-47,12800000,12800000,2025/12/4,既存住宅,宅地 / 第１種低層住居専用地域,171.36,,109.75,5部屋 - ４ＬＤＫ,1978.0
旭川市東旭川南1条3丁目2番31号,29950000,29850000,2025/12/3,既存住宅,宅地 / 準住居地域,340.47,,145.41,5部屋 - ４ＳＬＤＫ,1982.0
